SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,10215 SE 217th St,Kent,WA,98031,545950,3,2.5,Kent,2040,3431,2015,1,268,55,Active,,,http://www.redfin.com/WA/Kent/10215-SE-217th-St-98031/home/55550657,NWMLS,1606488,N,Y,47.4075969,-122.2034678
MLS Listing,,Single Family Residential,26025 SE 192nd St,Maple Valley,WA,98038,779000,3,3.0,Maple Valley,2700,249163,1992,1,289,,Active,,,http://www.redfin.com/WA/Maple-Valley/26025-SE-192nd-St-98038/home/424320,NWMLS,1606311,N,Y,47.426434,-121.99372
MLS Listing,,Single Family Residential,1717 45th Ave SW,Seattle,WA,98116,1050000,4,3.0,Admiral,2470,6250,1928,1,425,,Active,,,http://www.redfin.com/WA/Seattle/1717-45th-Ave-SW-98116/home/331033,NWMLS,1606398,N,Y,47.5874884,-122.3893574
MLS Listing,,Single Family Residential,5134 S Fountain St,Seattle,WA,98178,700000,7,3.5,Rainier Beach,3360,16650,1956,4,208,,Active,,,http://www.redfin.com/WA/Seattle/5134-S-Fountain-St-98178/home/178282,NWMLS,1603384,N,Y,47.5039157,-122.2685296
MLS Listing,,Single Family Residential,16927 33rd Ave NE,Lake Forest Park,WA,98155,749950,3,2.0,Lake Forest Park,1940,11317,1942,4,387,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/16927-33rd-Ave-NE-98155/home/89282,NWMLS,1605419,N,Y,47.7518927,-122.293529
MLS Listing,,Single Family Residential,6028 298th Pl,Auburn,WA,98001,549950,5,2.5,West Hill,2620,9701,1989,4,210,,Active,,,http://www.redfin.com/WA/Auburn/6028-S-298th-Pl-98001/home/210174,NWMLS,1605123,N,Y,47.3348773,-122.2598022
MLS Listing,,Townhouse,5953 Fauntleroy Way SW Unit B,Seattle,WA,98136,550000,3,1.75,Fairmount,1200,816,2017,4,458,,Active,,,http://www.redfin.com/WA/Seattle/5953-Fauntleroy-Way-SW-98136/unit-B/home/112863530,NWMLS,1605445,N,Y,47.5486873,-122.3834738
MLS Listing,,Townhouse,69 Cougar Ridge Rd NW #2104,Issaquah,WA,98027,549000,2,1.75,Talus,1196,,2006,4,459,392,Active,,,http://www.redfin.com/WA/Issaquah/69-Cougar-Ridge-Rd-NW-98027/unit-2104/home/12305506,NWMLS,1603712,N,Y,47.5316111,-122.0680584
MLS Listing,,Condo/Co-op,535 20th Ave E #101,Seattle,WA,98112,375000,1,1.0,Capitol Hill,698,,1923,4,537,558,Active,,,http://www.redfin.com/WA/Seattle/535-20th-Ave-E-98112/unit-101/home/62446,NWMLS,1604855,N,Y,47.6242384,-122.3063712
MLS Listing,,Single Family Residential,2756 SW Holden St,Seattle,WA,98126,799950,3,2.5,Westwood,2100,2458,2018,4,381,,Active,,,http://www.redfin.com/WA/Seattle/2756-SW-Holden-St-98126/home/145639943,NWMLS,1605227,N,Y,47.534355582,-122.3678211
MLS Listing,,Single Family Residential,2144 N 188th St,Shoreline,WA,98133,725000,3,2.25,Echo Lake,2150,7400,1963,4,337,,Active,,,http://www.redfin.com/WA/Shoreline/2144-N-188th-St-98133/home/79449,NWMLS,1605072,N,Y,47.7658188,-122.3330241
MLS Listing,,Single Family Residential,6786 48th Ave SW,Seattle,WA,98136,1050000,3,2.25,Seaview,2362,5000,1912,4,445,,Active,,,http://www.redfin.com/WA/Seattle/6786-48th-Ave-SW-98136/home/152645,NWMLS,1605309,N,Y,47.5409424,-122.3958268
MLS Listing,,Single Family Residential,10416 129th Ave NE,Kirkland,WA,98033,925000,4,2.5,North Rose Hill,2410,12420,1964,4,384,,Active,,,http://www.redfin.com/WA/Kirkland/10416-129th-Ave-NE-98033/home/512764,NWMLS,1604509,N,Y,47.6937673,-122.1686238
MLS Listing,,Condo/Co-op,3710 26th Pl W #106,Seattle,WA,98199,325000,1,1.0,Magnolia,825,,1974,4,394,474,Active,,,http://www.redfin.com/WA/Seattle/3710-26th-Pl-W-98199/unit-106/home/43510,NWMLS,1604453,N,Y,47.653464,-122.3900041
MLS Listing,,Single Family Residential,22572 NE 96th St,Redmond,WA,98053,949900,4,2.5,Redmond Ridge,2740,4129,2003,4,347,66,Active,,,http://www.redfin.com/WA/Redmond/22572-NE-96th-St-98053/home/446262,NWMLS,1603781,N,Y,47.6856037,-122.03947
MLS Listing,,Condo/Co-op,1321 Seneca St #1707,Seattle,WA,98101,1175000,2,1.75,First Hill,1181,,2016,4,995,966,Active,,,http://www.redfin.com/WA/Seattle/1321-Seneca-St-98101/unit-1707/home/104521881,NWMLS,1604932,N,Y,47.6118651,-122.3231225
MLS Listing,,Single Family Residential,25706 178th Pl SE,Covington,WA,98042,559500,5,2.5,Covington,3190,6778,2002,4,175,34,Active,,,http://www.redfin.com/WA/Covington/25706-178th-Pl-SE-98042/home/395306,NWMLS,1604609,N,Y,47.3719919,-122.1033177
MLS Listing,,Condo/Co-op,752 Bellevue Ave E #310,Seattle,WA,98102,375000,1,1.0,Broadway,448,,1956,4,837,288,Active,,,http://www.redfin.com/WA/Seattle/752-Bellevue-Ave-E-98102/unit-310/home/21616542,NWMLS,1603895,N,Y,47.6266219,-122.3262182
MLS Listing,,Townhouse,12019 32nd Ave NE Unit A,Seattle,WA,98125,498500,3,2.0,Cedar Park,1282,1238,2005,4,389,,Active,,,http://www.redfin.com/WA/Seattle/12019-32nd-Ave-NE-98125/unit-A/home/2091142,NWMLS,1604474,N,Y,47.7161182,-122.2943274
MLS Listing,,Single Family Residential,2310 44th Ave SW,Seattle,WA,98116,827500,3,2.0,North Admiral,1710,1904,2003,4,484,,Active,,,http://www.redfin.com/WA/Seattle/2310-44th-Ave-SW-98116/home/331070,NWMLS,1604470,N,Y,47.5826789,-122.3872632
MLS Listing,,Condo/Co-op,4943 Diana Ct SE #20,Auburn,WA,98092,425000,3,2.5,Auburn,1906,,2005,4,223,50,Active,,,http://www.redfin.com/WA/Auburn/4943-Diana-Ct-SE-98092/unit-20/home/2074407,NWMLS,1605116,N,Y,47.2625399,-122.2237063
MLS Listing,,Single Family Residential,4225 Williams Ave W,Seattle,WA,98199,1185000,5,2.75,Magnolia,2740,4400,1912,5,432,,Active,,,http://www.redfin.com/WA/Seattle/4225-Williams-Ave-W-98199/home/124461,NWMLS,1605088,N,Y,47.6584172,-122.3924947
MLS Listing,,Single Family Residential,25715 13th Pl S,Des Moines,WA,98198,355000,3,1.0,Woodmont,1210,7859,1968,5,293,,Active,,,http://www.redfin.com/WA/Des-Moines/25715-13th-Pl-S-98198/home/345972,NWMLS,1604496,N,Y,47.3708698,-122.3173687
MLS Listing,,Single Family Residential,16315 NE 104th St,Redmond,WA,98052,837500,4,2.25,Redmond,1790,7500,1977,5,468,,Active,,,http://www.redfin.com/WA/Redmond/16315-NE-104th-St-98052/home/325450,NWMLS,1603700,N,Y,47.6927107,-122.1217605
MLS Listing,,Single Family Residential,32417 2nd Ave,Black Diamond,WA,98010,399950,3,2.0,Black Diamond,1660,8642,1989,5,241,,Active,,,http://www.redfin.com/WA/Black-Diamond/32417-2nd-Ave-98010/home/378391,NWMLS,1604190,N,Y,47.3107456,-122.0065008
MLS Listing,,Single Family Residential,3551 168th Ave NE,Bellevue,WA,98008,1274000,5,3.25,Bellevue,2900,12576,1997,5,439,,Active,,,http://www.redfin.com/WA/Bellevue/3551-168th-Ave-NE-98008/home/432431,NWMLS,1603726,N,Y,47.6421199,-122.1172714
MLS Listing,,Single Family Residential,12311 SE 292nd St,Auburn,WA,98092,478000,3,2.5,Auburn,2136,3812,2017,5,224,68,Active,,,http://www.redfin.com/WA/Auburn/12311-SE-292-Way-98092/home/22525185,NWMLS,1604166,N,Y,47.3409974,-122.1782175
MLS Listing,,Condo/Co-op,1610 Belmont Ave #307,Seattle,WA,98122,475000,1,1.0,Capitol Hill,570,,2001,5,833,357,Active,,,http://www.redfin.com/WA/Seattle/1610-Belmont-Ave-98122/unit-307/home/12093000,NWMLS,1603032,N,Y,47.6157993,-122.3241533
MLS Listing,,Townhouse,9046 18th Ave SW Unit A,Seattle,WA,98106,500000,3,1.75,West Seattle,1460,1092,2012,5,342,,Active,,,http://www.redfin.com/WA/Seattle/9046-18th-Ave-SW-98106/unit-A/home/39904812,NWMLS,1604521,N,Y,47.5214983,-122.357399
MLS Listing,,Single Family Residential,4421 40th Ave SW,Seattle,WA,98116,850000,4,2.25,Genesee,1900,5750,1948,5,447,,Active,,,http://www.redfin.com/WA/Seattle/4421-40th-Ave-SW-98116/home/328188,NWMLS,1603807,N,Y,47.5639723,-122.3831302
MLS Listing,,Single Family Residential,904 289th Ave NE,Carnation,WA,98014,796000,4,2.5,Tolt,2430,42946,1989,5,328,,Active,,,http://www.redfin.com/WA/Carnation/904-289th-Ave-NE-98014/home/446762,NWMLS,1604452,N,Y,47.6163846,-121.9528269
MLS Listing,,Townhouse,133 25th Ave E Unit A,Seattle,WA,98122,915000,3,2.25,Madison Valley,1736,1501,2013,5,527,,Active,,,http://www.redfin.com/WA/Seattle/133-25th-Ave-E-98112/unit-A/home/148236,NWMLS,1603399,N,Y,47.61994,-122.300252
MLS Listing,,Townhouse,8400 169th Pl NE #102,Redmond,WA,98052,979000,3,2.5,Education Hill,2018,143629,2015,6,485,512,Active,,,http://www.redfin.com/WA/Redmond/8400-169th-Pl-NE-98052/unit-102/home/90422107,NWMLS,1604197,N,Y,47.6775434,-122.1136792
MLS Listing,,Single Family Residential,10397 Beacon Ave S,Seattle,WA,98178,599995,5,2.75,Allentown,3200,7998,1921,7,187,,Active,,,http://www.redfin.com/WA/Tukwila/10397-Beacon-Ave-S-98178/home/175250,NWMLS,1602339,N,Y,47.5071793,-122.2709496
MLS Listing,,Single Family Residential,23520 SE 243rd Pl,Maple Valley,WA,98038,475000,3,2.5,Maple Valley,1560,4254,2002,7,304,38,Active,,,http://www.redfin.com/WA/Maple-Valley/23520-SE-243rd-Pl-98038/home/375824,NWMLS,1602943,N,Y,47.38378,-122.027401
MLS Listing,,Single Family Residential,1826 NE Serpentine Pl,Shoreline,WA,98155,669000,3,1.75,North City,1937,8797,1941,7,345,,Active,,,http://www.redfin.com/WA/Shoreline/1826-NE-Serpentine-Pl-98155/home/88282,NWMLS,1603149,N,Y,47.7568999,-122.3095576
MLS Listing,,Single Family Residential,6010 SW Orleans St,Seattle,WA,98116,1395000,3,2.5,Alki,2840,5750,2006,7,491,,Active,,,http://www.redfin.com/WA/Seattle/6010-SW-Orleans-St-98116/home/8185243,NWMLS,1603256,N,Y,47.571149995,-122.4101686
MLS Listing,,Multi-Family (2-4 Unit),300 S Tobin St,Renton,WA,98057,525000,4,2.0,Downtown Renton,2030,6969,1948,8,259,,Active,,,http://www.redfin.com/WA/Renton/300-S-Tobin-St-98057/unit-302/home/342808,NWMLS,1594349,N,Y,47.4840054,-122.2123762
MLS Listing,,Condo/Co-op,2721 1st Ave #1203,Seattle,WA,98121,515000,1,1.0,Belltown,721,,2005,8,714,642,Active,,,http://www.redfin.com/WA/Seattle/2721-1st-Ave-98121/unit-1203/home/2080502,NWMLS,1603004,N,Y,47.6160192,-122.3515323
MLS Listing,,Condo/Co-op,6121 NE 175th St Unit C202,Kenmore,WA,98028,625000,2,2.5,Kenmore,1450,,1982,11,431,416,Active,,,http://www.redfin.com/WA/Kenmore/6121-NE-175th-St-98028/unit-C202/home/39384,NWMLS,1602027,N,Y,47.7571555,-122.2623054
MLS Listing,,Condo/Co-op,412 11th Ave Ph -8,Seattle,WA,98122,448888,1,1.0,First Hill,764,,2002,11,588,427,Active,,,http://www.redfin.com/WA/Seattle/412-11th-Ave-98122/unit-8/home/12091573,NWMLS,1601838,N,Y,47.6058669,-122.3177326
MLS Listing,,Single Family Residential,32540 181st Ave SE,Auburn,WA,98092,587000,3,3.25,East Auburn,2510,51212,1989,11,234,10,Active,,,http://www.redfin.com/WA/Auburn/32540-181st-Ave-SE-98092/home/380883,NWMLS,1601178,N,Y,47.3096867,-122.0993139
MLS Listing,,Condo/Co-op,1621 E Spring St Ph 1,Seattle,WA,98122,795000,2,1.75,Capitol Hill,1620,,2004,12,491,1129,Active,,,http://www.redfin.com/WA/Seattle/1621-E-Spring-St-98122/unit-1/home/2081890,NWMLS,1601268,N,Y,47.6113679,-122.3105516
MLS Listing,,Single Family Residential,11809 106th Ave NE,Kirkland,WA,98034,924900,3,2.0,Juanita,1920,8202,1991,12,482,,Active,,,http://www.redfin.com/WA/Kirkland/11809-106th-Ave-NE-98034/home/459102,NWMLS,1601141,N,Y,47.7061797,-122.2002485
MLS Listing,,Single Family Residential,12306 SE 293rd St,Auburn,WA,98092,498000,5,2.5,Auburn,2331,3950,2017,12,214,68,Active,,,http://www.redfin.com/WA/Auburn/12306-SE-293rd-St-98092/home/22525187,NWMLS,1600525,N,Y,47.3398819,-122.1772008
MLS Listing,,Single Family Residential,1800 SW 323rd St,Federal Way,WA,98023,449000,4,2.25,Alderbrook,2060,6342,1986,13,218,,Active,,,http://www.redfin.com/WA/Federal-Way/1800-SW-323rd-St-98023/home/357660,NWMLS,1600924,N,Y,47.3122712,-122.3581365
MLS Listing,,Condo/Co-op,14112 NE 181st Pl Unit G102,Woodinville,WA,98072,339900,3,2.0,Woodinville,1009,,1986,13,337,515,Active,,,http://www.redfin.com/WA/Woodinville/14112-NE-181st-Pl-98072/unit-G102/home/113968608,NWMLS,1600974,N,Y,47.7590403,-122.1520003
MLS Listing,,Single Family Residential,17931 Fremont Ave N,Shoreline,WA,98133,629000,2,1.5,Shoreline,1500,23520,1953,13,419,,Active,,,http://www.redfin.com/WA/Shoreline/17931-Fremont-Ave-N-98133/home/80852,NWMLS,1600045,N,Y,47.7591817,-122.3517253
MLS Listing,,Condo/Co-op,530 Broadway E #114,Seattle,WA,98102,629950,1,1.5,Broadway,814,,2007,14,774,505,Active,,,http://www.redfin.com/WA/Seattle/530-Broadway-E-98102/unit-114/home/21616767,NWMLS,1600367,N,Y,47.6238938,-122.3203681
MLS Listing,,Townhouse,520 Fremont Walk SE,Sammamish,WA,98074,810000,4,3.25,Sammamish,1930,1079,2018,18,420,95,Active,,,http://www.redfin.com/WA/Sammamish/520-Fremont-Walk-SE-98074/home/144776852,NWMLS,1598434,N,Y,47.6041873,-122.0343922
MLS Listing,,Single Family Residential,2103 SW 346th St,Federal Way,WA,98023,390000,3,1.75,Federal Way,1250,9759,1969,18,312,,Active,,,http://www.redfin.com/WA/Federal-Way/2103-SW-346th-St-98023/home/354482,NWMLS,1597228,N,Y,47.2916363,-122.3613518
MLS Listing,,Condo/Co-op,4343 Roosevelt Way NE #206,Seattle,WA,98105,519000,1,1.5,Seattle,983,,1996,18,528,443,Active,,,http://www.redfin.com/WA/Seattle/4343-Roosevelt-Way-NE-98105/unit-206/home/35406,NWMLS,1598335,N,Y,47.6606098,-122.3181234
MLS Listing,,Single Family Residential,12410 NE 80th St,Kirkland,WA,98033,679000,3,1.0,Rose Hill,1140,6360,1958,18,596,,Active,,,http://www.redfin.com/WA/Kirkland/12410-NE-80th-St-98033/home/515026,NWMLS,1597464,N,Y,47.6755373,-122.1752832
MLS Listing,,Single Family Residential,30807 6th Pl SW,Federal Way,WA,98023,378000,3,1.0,Federal Way,1060,8460,1963,19,357,,Active,,,http://www.redfin.com/WA/Federal-Way/30807-6th-Pl-SW-98023/home/350355,NWMLS,1597648,N,Y,47.3258294,-122.3437757
MLS Listing,,Single Family Residential,26226 SE 252nd St,Ravensdale,WA,98051,1375000,4,3.5,Ravensdale,3470,83995,2003,19,396,,Active,,,http://www.redfin.com/WA/Ravensdale/26226-SE-252nd-St-98051/home/375581,NWMLS,1598139,N,Y,47.3765867,-121.9919336
MLS Listing,,Townhouse,13252 101st Ln NE,Kirkland,WA,98034,699950,3,2.25,Kirkland,1723,1922,2008,19,406,125,Active,,,http://www.redfin.com/WA/Kirkland/13252-101st-Ln-NE-98034/home/59703475,NWMLS,1598657,N,Y,47.719479,-122.206131
MLS Listing,,Single Family Residential,1316 Market St,Kirkland,WA,98033,2298000,4,5.0,East Of Market,5282,5222,2017,19,435,,Active,,,http://www.redfin.com/WA/Kirkland/1316-Market-St-98033/home/461145,NWMLS,1594100,N,Y,47.6860664,-122.2094325
MLS Listing,,Single Family Residential,814 8th St S,Kirkland,WA,98033,1595000,3,2.75,Kirkland,2740,8510,1981,19,582,,Active,,,http://www.redfin.com/WA/Kirkland/814-8th-St-S-98033/home/462887,NWMLS,1597791,N,Y,47.6687268,-122.1933311
MLS Listing,,Single Family Residential,9516 Densmore Ave N,Seattle,WA,98103,975000,3,2.75,Licton Springs,2220,5000,1924,20,439,,Active,,,http://www.redfin.com/WA/Seattle/9516-Densmore-Ave-N-98103/home/105093,NWMLS,1597657,N,Y,47.6983269,-122.337338
MLS Listing,,Single Family Residential,3317 Garden Ct N,Renton,WA,98056,849000,5,3.25,Renton,2760,16684,1918,20,308,,Active,,,http://www.redfin.com/WA/Renton/3317-Garden-Ct-N-98056/home/408370,NWMLS,1597422,N,Y,47.5216242,-122.2004891
MLS Listing,,Single Family Residential,11321 106th Ave NE,Kirkland,WA,98033,1475000,4,3.25,Kirkland,3090,9781,2006,21,477,,Active,,,http://www.redfin.com/WA/Kirkland/11321-106th-Ave-NE-98033/home/461592,NWMLS,1597361,N,Y,47.7023358,-122.1993886
MLS Listing,,Condo/Co-op,1512 California Ave SW #101,Seattle,WA,98116,499000,2,2.0,North Admiral,1132,,1986,21,441,440,Active,,,http://www.redfin.com/WA/Seattle/1512-California-Ave-SW-98116/unit-101/home/43199,NWMLS,1597202,N,Y,47.590149826,-122.3861723
MLS Listing,,Condo/Co-op,2250 NW 58th St #102,Seattle,WA,98107,365000,1,1.0,Ballard,659,,1989,21,554,258,Active,,,http://www.redfin.com/WA/Seattle/2250-NW-58th-St-98107/unit-102/home/66186,NWMLS,1597072,N,Y,47.6711426,-122.3869055
MLS Listing,,Single Family Residential,10011 42nd Ave SW,Seattle,WA,98146,849500,5,4.0,Arbor Heights,2780,5267,1942,25,306,,Active,,,http://www.redfin.com/WA/Seattle/10011-42nd-Ave-SW-98146/home/156132,NWMLS,1596374,N,Y,47.513424,-122.3862727
MLS Listing,,Condo/Co-op,7397 Old Redmond Rd #219,Redmond,WA,98052,499000,2,2.0,Grass Lawn Park,1195,,1979,25,418,615,Active,,,http://www.redfin.com/WA/Redmond/7397-Old-Redmond-Rd-98052/unit-219/home/49694,NWMLS,1593211,N,Y,47.6718407,-122.1358854
MLS Listing,,Single Family Residential,3257 25th Ave W,Seattle,WA,98199,1049000,3,2.5,Magnolia,2360,4320,1990,26,444,,Active,,,http://www.redfin.com/WA/Seattle/3257-25th-Ave-W-98199/home/124123,NWMLS,1595283,N,Y,47.6501654,-122.3889038
MLS Listing,,Condo/Co-op,5021 Ripley Ln N #308,Renton,WA,98056,469000,2,1.75,Renton,932,,1968,26,503,530,Active,,,http://www.redfin.com/WA/Renton/5021-Ripley-Ln-N-98056/unit-308/home/6029,NWMLS,1595165,N,Y,47.5371544,-122.197059
MLS Listing,,Townhouse,2634 SW Myrtle St,Seattle,WA,98106,499950,2,2.25,High Point,1592,1328,2008,26,314,190,Active,,,http://www.redfin.com/WA/Seattle/2634-SW-Myrtle-St-98106/home/12090381,NWMLS,1594942,N,Y,47.539347,-122.367635
MLS Listing,,Single Family Residential,4616 47th Ave S,Seattle,WA,98118,820000,3,2.5,Seward Park,1710,3590,1988,29,480,,Active,,,http://www.redfin.com/WA/Seattle/4616-47th-Ave-S-98118/home/491904,NWMLS,1592837,N,Y,47.5611832,-122.2742249
MLS Listing,,Single Family Residential,8200 S 134th St,Seattle,WA,98178,500000,3,2.0,Seattle,2000,36946,1915,32,250,,Active,,,http://www.redfin.com/WA/Seattle/8200-S-134th-St-98178/home/195950,NWMLS,1592870,N,Y,47.4826588,-122.2298494
MLS Listing,,Single Family Residential,2640 NW 57th St Unit B,Seattle,WA,98107,785000,2,2.25,Ballard,1460,1425,2013,32,538,,Active,,,http://www.redfin.com/WA/Seattle/2640-NW-57th-St-98107/unit-B/home/52400250,NWMLS,1593232,N,Y,47.670417,-122.391949
MLS Listing,,Condo/Co-op,500 5th Ave W #707,Seattle,WA,98119,1175000,2,2.25,Queen Anne,1659,,1968,32,708,1032,Active,,,http://www.redfin.com/WA/Seattle/500-5th-Ave-W-98119/unit-707/home/12537140,NWMLS,1592943,N,Y,47.6235554,-122.3628734
MLS Listing,,Condo/Co-op,23013 Marine View Dr S Unit B312,Des Moines,WA,98198,309950,2,1.0,Zenith,929,,1969,32,334,473,Active,,,http://www.redfin.com/WA/Des-Moines/23013-Marine-View-Dr-S-98198/unit-B312/home/67349,NWMLS,1593153,N,Y,47.3956995,-122.3240211
MLS Listing,,Single Family Residential,614 N 65th St,Seattle,WA,98103,899000,3,1.0,Phinney Ridge,2040,7440,1916,33,441,,Active,,,http://www.redfin.com/WA/Seattle/614-N-65th-St-98103/home/300147,NWMLS,1591552,N,Y,47.676319,-122.350705
MLS Listing,,Condo/Co-op,4031 Aurora Ave N #301,Seattle,WA,98103,480000,2,1.75,Fremont,854,,2001,34,562,678,Active,,,http://www.redfin.com/WA/Seattle/4031-Aurora-Ave-N-98103/unit-301/home/50263,NWMLS,1592346,N,Y,47.6562951,-122.3477208
MLS Listing,,Single Family Residential,31227 2nd Ave SW,Federal Way,WA,98023,399950,4,2.5,Federal Way,2200,9628,1962,35,182,,Active,,,http://www.redfin.com/WA/Federal-Way/31227-2nd-Ave-SW-98023/home/352004,NWMLS,1591835,N,Y,47.321542,-122.3376657
MLS Listing,,Condo/Co-op,1410 E Pine St Unit W214,Seattle,WA,98122,550000,1,1.0,Broadway,633,,2005,36,869,390,Active,,,http://www.redfin.com/WA/Seattle/1410-E-Pine-St-98122/unit-W214/home/2116002,NWMLS,1588070,N,Y,47.6154204,-122.3140886
MLS Listing,,Condo/Co-op,11004 NE 11th St #503,Bellevue,WA,98004,625000,1,1.0,Downtown,925,,2001,39,676,475,Active,,,http://www.redfin.com/WA/Bellevue/11004-NE-11th-St-98004/unit-503/home/8920,NWMLS,1590535,N,Y,47.6203624,-122.1932551
MLS Listing,,Single Family Residential,13422 NE 97th St,Redmond,WA,98052,1249000,5,2.5,Rose Hill,3220,4479,2004,40,388,,Active,,,http://www.redfin.com/WA/Redmond/13422-NE-97th-St-98052/home/512248,NWMLS,1588569,N,Y,47.6875835,-122.1617003
MLS Listing,,Condo/Co-op,7311 15th Ave NW #401,Seattle,WA,98117,660000,3,2.0,Loyal Heights,1167,,2004,40,566,342,Active,,,http://www.redfin.com/WA/Seattle/7311-15th-Ave-NW-98117/unit-401/home/32404,NWMLS,1589461,N,Y,47.6817622,-122.3771373
MLS Listing,,Condo/Co-op,509 E Harrison St Unit A,Seattle,WA,98102,472624,2,1.0,Broadway,802,,1953,41,589,447,Active,,,http://www.redfin.com/WA/Seattle/509-E-Harrison-St-98102/unit-A/home/171237542,NWMLS,1590210,N,Y,47.6218314,-122.3248166
MLS Listing,,Condo/Co-op,6318 5th Ave NE Unit H,Seattle,WA,98115,634950,2,1.5,Seattle,838,10500,2000,42,758,450,Active,,,http://www.redfin.com/WA/Seattle/6318-5th-Ave-NE-98115/unit-H/home/16761,NWMLS,1588032,N,Y,47.674863,-122.3229261
MLS Listing,,Single Family Residential,20604 1st Pl S,Des Moines,WA,98198,480000,3,2.0,North Hill,1680,8955,1971,42,286,,Active,,,http://www.redfin.com/WA/Des-Moines/20604-1st-Pl-S-98198/home/336752,NWMLS,1589554,N,Y,47.418365,-122.333808
MLS Listing,,Condo/Co-op,3333 Wallingford Ave N #210,Seattle,WA,98103,485000,1,1.0,Wallingford,700,,2005,46,693,270,Active,,,http://www.redfin.com/WA/Seattle/3333-Wallingford-Ave-N-98103/unit-210/home/12092372,NWMLS,1588017,N,Y,47.6478013,-122.3369502
MLS Listing,,Condo/Co-op,1808 Bigelow Ave N Unit B202,Seattle,WA,98109,539000,1,1.0,Queen Anne,816,,1925,46,661,605,Active,,,http://www.redfin.com/WA/Seattle/1808-Bigelow-Ave-N-98109/unit-B202/home/24786,NWMLS,1587782,N,Y,47.6351095,-122.348225
MLS Listing,,Single Family Residential,117 290th Ave NE,Carnation,WA,98014,3450000,5,6.75,Blakely Woods,10630,194676,2001,49,325,125,Active,,,http://www.redfin.com/WA/Carnation/117-290th-Ave-NE-98014/home/465790,NWMLS,1586719,N,Y,47.6087407,-121.9529684
MLS Listing,,Townhouse,8418 26th Ave SW Unit D,Seattle,WA,98106,335000,2,1.5,West Seattle,1014,,1979,53,330,380,Active,,,http://www.redfin.com/WA/Seattle/8418-26th-Ave-SW-98106/unit-D/home/66144,NWMLS,1585384,N,Y,47.5276193,-122.3653673
MLS Listing,,Condo/Co-op,28313 Redondo Way S #210,Des Moines,WA,98198,447000,3,1.75,Redondo,1687,,1978,53,265,638,Active,,,http://www.redfin.com/WA/Des-Moines/28313-Redondo-Way-S-98198/unit-210/home/11049,NWMLS,1586132,N,Y,47.3477366,-122.3222753
MLS Listing,,Single Family Residential,8275 Merrimount Dr,Mercer Island,WA,98040,1983000,6,3.75,West Mercer,5600,20417,1967,54,354,,Active,,,http://www.redfin.com/WA/Mercer-Island/8275-Merrimount-Dr-98040/home/260199,NWMLS,1585855,N,Y,47.566517,-122.2287034
MLS Listing,,Condo/Co-op,1105 Spring St #911,Seattle,WA,98104,319000,1,1.0,First Hill,630,,1950,55,506,455,Active,,,http://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-911/home/12305611,NWMLS,1584417,N,Y,47.6099769,-122.3253289
MLS Listing,,Condo/Co-op,1202 Lakeview Blvd E #6,Seattle,WA,98102,768888,2,2.0,Broadway,1226,,1990,60,627,468,Active,,,http://www.redfin.com/WA/Seattle/1202-Lakeview-Blvd-E-98102/unit-6/home/18768,NWMLS,1583956,N,Y,47.6300371,-122.3247393
MLS Listing,,Single Family Residential,1015 1st Pl SE,Issaquah,WA,98027,985000,4,2.5,Issaquah,2800,6977,1999,62,352,35,Active,,,http://www.redfin.com/WA/Issaquah/1015-1st-Pl-SE-98027/home/421819,NWMLS,1583677,N,Y,47.5193955,-122.0366167
MLS Listing,,Condo/Co-op,699 John St #309,Seattle,WA,98109,435000,1,1.0,South Lake Union,642,,2009,63,678,385,Active,,,http://www.redfin.com/WA/Seattle/699-John-St-98109/unit-309/home/28624242,NWMLS,1582590,N,Y,47.6193515,-122.3442063
MLS Listing,,Single Family Residential,33313 26th Ave SW,Federal Way,WA,98023,310000,3,1.0,Twin Lakes,980,3915,1976,63,316,25,Active,,,http://www.redfin.com/WA/Federal-Way/33313-26th-Ave-SW-98023/home/353716,NWMLS,1582605,N,Y,47.3034514,-122.3658472
MLS Listing,,Single Family Residential,1853 N 163rd St,Shoreline,WA,98133,674950,4,2.75,Shoreline,1840,12072,1945,63,367,,Active,,,http://www.redfin.com/WA/Shoreline/1853-N-163rd-St-98133/home/83178,NWMLS,1582876,N,Y,47.7466801,-122.335174
MLS Listing,,Condo/Co-op,1808 Minor Ave #1011,Seattle,WA,98101,379000,0,1.0,Denny Triangle,352,,2020,67,1077,309,Active,,,http://www.redfin.com/WA/Seattle/1808-Minor-Ave-98101/unit-1011/home/171162302,NWMLS,1581182,N,Y,47.616977922,-122.3305806
